Item Name,Category,Sub Category,Online_purchase,Instore_purchase,Central,East,North,South,West,Total Sales
Be83892ks,Oil & Masala,Spices,0,1,,1021,,,,1021
Eg66058sh,Snacks,Cookies,0,1,,,,,1631,1631
Oi94389ee,Beverages,Health Drinks,1,0,,,,,2819,2819
Oi51268as,"Eggs, Meat & Fish",Fish,0,1,,,,1173,,1173
Sn62949es,Oil & Masala,Edible Oil & Ghee,0,1,,,,,1703,1703
Sn48757es,Oil & Masala,Masalas,1,0,,1697,,,,1697
Ba88290ts,Snacks,Chocolates,0,1,,,,,2417,2417
Be98347ks,Snacks,Cookies,0,1,,,,2203,2390,4593
Eg28195sh,Bakery,Biscuits,1,0,,,,,816,816
Eg12586on,Beverages,Soft Drinks,0,1,,,,1815,,1815
Fo94028ur,"Eggs, Meat & Fish",Fish,0,1,1219,,,,,1219
Fo99751es,"Eggs, Meat & Fish",Mutton,1,0,,,,,1568,1568
Fr99985es,Food Grains,Atta & Flour,1,0,,2405,,,,2405
Sn95242es,Food Grains,Dals & Pulses,0,1,502,1102,,,,1604
Eg10266en,Fruits & Veggies,Fresh Vegetables,0,1,1328,,,,,1328
Eg40845gs,Snacks,Noodles,1,0,,,,,1055,1055
Fo27389ur,"Eggs, Meat & Fish",Chicken,1,0,,1170,,,,1170
Fo60601es,"Eggs, Meat & Fish",Eggs,1,0,,,,751,,751
Oi15032ee,Food Grains,Atta & Flour,1,0,,827,,,,827
Oi67531as,Food Grains,Dals & Pulses,1,0,1975,,,,,1975
Sn13849es,Oil & Masala,Edible Oil & Ghee,0,1,,,,873,,873
Sn44568es,Oil & Masala,Masalas,0,1,,1614,,,,1614
Ba83578ts,Snacks,Chocolates,1,0,1176,,,1585,,2761
Ba92503ns,Snacks,Cookies,0,1,,,,,1519,1519
Be39123ks,Bakery,Biscuits,1,0,,,,,960,960
Be73651ks,Bakery,Breads & Buns,1,0,,655,,,,655
Eg91928sh,Beverages,Health Drinks,0,1,2433,,,,,2433
Fo22641ur,Beverages,Soft Drinks,1,0,,2900,,1253,,4153
Fo42677es,"Eggs, Meat & Fish",Eggs,0,1,,,,986,,986
Fo4466es,"Eggs, Meat & Fish",Fish,1,0,671,,,,,671
Fr48763es,Food Grains,Atta & Flour,1,0,898,,,,,898
Oi74036ee,Food Grains,Dals & Pulses,1,0,,,,,1604,1604
Oi17876es,Food Grains,Organic Staples,1,0,2109,,,,,2109
Ba78892es,Fruits & Veggies,Organic Vegetables,1,0,,1550,,,,1550
Be31867ks,Oil & Masala,Edible Oil & Ghee,1,0,2482,1518,,,,4000
Be264ks,Oil & Masala,Spices,0,1,,1495,,,,1495
Eg51081gs,Bakery,Cakes,0,1,1392,,,,,1392
Eg85433sh,Beverages,Health Drinks,1,0,,1584,,,,1584
Fo71195es,Beverages,Soft Drinks,1,0,,,,,851,851
Fo21399ce,"Eggs, Meat & Fish",Eggs,1,0,,,,1267,,1267
Fr63510ts,"Eggs, Meat & Fish",Fish,1,0,,,,,2181,2181
Oi89747ee,Food Grains,Organic Staples,1,0,,,,1761,,1761
Oi35888as,Food Grains,Rice,0,1,,1422,,798,,2220
Oi62161es,Fruits & Veggies,Organic Fruits,0,1,,1023,,,1012,2035
Sn99093es,Oil & Masala,Edible Oil & Ghee,1,0,758,1400,,,,2158
Be83120ks,Oil & Masala,Masalas,0,1,,,,637,,637
Be43992ks,Oil & Masala,Spices,0,1,,,,,2194,2194
Eg59887gs,Snacks,Chocolates,0,1,,,,,1531,1531
Fo5807ur,Beverages,Health Drinks,1,0,,,,,1298,1298
Fo21222ce,Beverages,Soft Drinks,0,1,,1849,,,,1849
Fr84936ts,"Eggs, Meat & Fish",Eggs,0,1,,,,,524,524
Fr12029ts,Food Grains,Atta & Flour,0,1,1477,,,,,1477
Oi1514ee,Food Grains,Rice,1,0,,,,3306,,3306
Ba94729ts,Fruits & Veggies,Fresh Fruits,1,0,900,,,,,900
Be6435ks,Fruits & Veggies,Organic Fruits,0,1,,,,,2082,2082
Be60812ks,Oil & Masala,Edible Oil & Ghee,1,0,,1504,,,,1504
Eg92987on,Bakery,Biscuits,1,0,1061,1330,,,,2391
Fr38699es,Beverages,Health Drinks,1,0,,,,,1168,1168
Ba98079ns,Beverages,Soft Drinks,0,1,,,,1721,,1721
Be83913ks,"Eggs, Meat & Fish",Mutton,1,0,,,,,1760,1760
Be98185ks,Fruits & Veggies,Organic Vegetables,1,0,,,,,2604,2604
Eg88790en,Bakery,Breads & Buns,0,1,,,,,2366,2366
Eg42311sh,Beverages,Health Drinks,1,0,,2516,,,,2516
Fo27356ur,Beverages,Soft Drinks,1,0,,2008,,,,2008
Fo39825es,"Eggs, Meat & Fish",Chicken,0,1,2045,,,,,2045
Fo30096es,"Eggs, Meat & Fish",Fish,0,1,,,,,2285,2285
Fr62310ts,Food Grains,Atta & Flour,1,0,,,,,1071,1071
Fr92803es,Food Grains,Dals & Pulses,1,0,,,,,811,811
Fr84136ts,Food Grains,Organic Staples,1,0,,,,,608,608
Oi15618ee,Fruits & Veggies,Fresh Fruits,1,0,,1658,,,,1658
Oi49723es,Fruits & Veggies,Fresh Vegetables,1,0,2265,,,,,2265
Sn83295es,Fruits & Veggies,Organic Fruits,1,0,,1811,,,,1811
Ba74696ts,Oil & Masala,Edible Oil & Ghee,1,0,,1009,,,,1009
Ba10415es,Oil & Masala,Spices,0,1,,1588,,,1202,2790
Be71457ks,Snacks,Noodles,0,1,,,,,1670,1670
Eg27837en,Bakery,Biscuits,1,0,,2452,,,,2452
Eg21645gs,Bakery,Cakes,1,0,,,,,1933,1933
Eg33464on,Beverages,Soft Drinks,0,1,,,,,2402,2402
Fo78108ur,"Eggs, Meat & Fish",Chicken,1,0,4013,,,,,4013
Fo31228es,"Eggs, Meat & Fish",Eggs,0,1,,2030,,638,,2668
Fo47639ce,"Eggs, Meat & Fish",Mutton,1,0,,,,,3215,3215
Fr84566es,Food Grains,Atta & Flour,1,0,3966,,,,,3966
Fr47341es,Food Grains,Dals & Pulses,1,0,,,,,2171,2171
Oi6262ee,Food Grains,Rice,0,1,633,,,,,633
Ba50945ns,Fruits & Veggies,Fresh Vegetables,1,0,,,,1121,2315,3436
Ba61922es,Fruits & Veggies,Organic Vegetables,1,0,774,,,,,774
Eg67535gs,Oil & Masala,Edible Oil & Ghee,0,1,,,,1772,,1772
Fo32280ur,Bakery,Breads & Buns,0,1,,3105,,,,3105
Fo54612es,Bakery,Cakes,1,0,2298,,,,1795,4093
Fo15771ce,"Eggs, Meat & Fish",Eggs,0,1,,1055,,,,1055
Fr30514ts,Food Grains,Atta & Flour,1,0,,,,,1531,1531
Fr71094es,Food Grains,Dals & Pulses,0,1,,,,2568,1487,4055
Fr21181es,Food Grains,Rice,1,0,,1284,,,,1284
Oi66779ee,Fruits & Veggies,Fresh Fruits,0,1,,,,793,,793
Sn98555es,Fruits & Veggies,Fresh Vegetables,0,1,,1767,,,,1767
Ba97722ts,Fruits & Veggies,Organic Vegetables,0,1,,,,,4415,4415
Be69090ks,Oil & Masala,Edible Oil & Ghee,0,1,1577,,,,,1577
Be66514ks,Snacks,Noodles,1,0,,,,,1101,1101
Eg70830en,Bakery,Biscuits,1,0,,,,,606,606
Eg97002sh,Beverages,Health Drinks,1,0,865,606,,,,1471
Eg159on,Beverages,Soft Drinks,1,0,,,,,692,692
Fo13950ur,"Eggs, Meat & Fish",Chicken,1,0,,3415,,,,3415
Fo90348es,"Eggs, Meat & Fish",Fish,0,1,,,,,1202,1202
Fr7269es,"Eggs, Meat & Fish",Mutton,1,0,,,,,2213,2213
Oi2776as,Food Grains,Atta & Flour,1,0,,1713,,,,1713
Sn26824es,Food Grains,Dals & Pulses,1,0,,,,,853,853
Sn21460es,Fruits & Veggies,Fresh Vegetables,0,1,,1536,,,,1536
Ba51770es,Oil & Masala,Masalas,0,1,,1029,,,,1029
Eg49233gs,Snacks,Chocolates,1,0,,,,927,,927
Fo61530ur,Snacks,Cookies,1,0,,,,,2363,2363
Fo71792es,Bakery,Cakes,0,1,,,,540,,540
Fo55016ce,"Eggs, Meat & Fish",Eggs,1,0,,,,1024,,1024
Fr30906ts,Food Grains,Atta & Flour,1,0,1604,2279,,,,3883
Oi14394es,Food Grains,Organic Staples,1,0,,1135,,,,1135
Sn15364es,Food Grains,Rice,1,0,2323,,,,,2323
Ba99890ts,Fruits & Veggies,Fresh Fruits,1,0,,1917,,,4496,6413
Be58180ks,Oil & Masala,Spices,0,1,1810,,,,,1810
Eg31490en,Snacks,Noodles,0,1,,1769,,,,1769
Fo34711ur,Bakery,Biscuits,0,1,,,,,950,950
Fo11011es,Beverages,Health Drinks,0,1,,3698,,,1801,5499
Fo65726es,"Eggs, Meat & Fish",Chicken,0,1,2178,,,,931,3109
Fo6105ce,Food Grains,Atta & Flour,1,0,737,,,,,737
Fr86420es,Food Grains,Dals & Pulses,1,0,,,,,1792,1792
Oi68602as,Food Grains,Organic Staples,1,0,,2408,,,2079,4487
Sn49220es,Food Grains,Rice,1,0,,1097,,,1919,3016
Sn65087es,Fruits & Veggies,Organic Vegetables,0,1,,2436,,,,2436
Ba90752ts,Oil & Masala,Masalas,0,1,912,,,,,912
Ba58812ns,Snacks,Cookies,1,0,,,,,795,795
Ba14175es,Snacks,Noodles,1,0,,,,,1902,1902
Eg20384sh,Bakery,Biscuits,0,1,,,,,677,677
Fo45996ce,Bakery,Breads & Buns,1,0,,1177,,,,1177
Oi12809ee,Bakery,Cakes,0,1,,,,1500,,1500
Oi2638es,"Eggs, Meat & Fish",Fish,0,1,,,,2216,,2216
Sn96184es,Food Grains,Rice,0,1,,,,,665,665
Sn28823es,Oil & Masala,Edible Oil & Ghee,1,0,,,,,1826,1826
Sn16492es,Oil & Masala,Spices,0,1,1365,2367,,,,3732
Ba11260ts,Snacks,Chocolates,1,0,,,,1099,,1099
Be91780ks,Snacks,Cookies,1,0,,,,,1983,1983
Be37091ks,Snacks,Noodles,0,1,1292,,,,,1292
Eg6302on,Bakery,Biscuits,1,0,,,,,853,853
Fo34960ce,Beverages,Health Drinks,0,1,,1831,,,,1831
Fr31433ts,Beverages,Soft Drinks,0,1,,1319,,1698,,3017
Fr66253es,"Eggs, Meat & Fish",Mutton,1,0,,,,,1958,1958
Sn94020es,Food Grains,Rice,1,0,,,,,1316,1316
Ba85114es,Fruits & Veggies,Organic Fruits,1,0,561,,,,,561
Be44365ks,Fruits & Veggies,Organic Vegetables,0,1,2224,,,,,2224
Be46841ks,Snacks,Cookies,1,0,,1424,,,,1424
Eg55138sh,Bakery,Cakes,1,0,1031,,,,,1031
Fo43327ce,Beverages,Health Drinks,0,1,541,1559,,,,2100
Oi52083ee,Beverages,Soft Drinks,1,0,1614,,,,,1614
Oi93073as,"Eggs, Meat & Fish",Fish,0,1,,1768,,,,1768
Oi12279es,Food Grains,Rice,1,0,,1672,,,,1672
Sn82619es,Oil & Masala,Edible Oil & Ghee,0,1,1382,,,,,1382
Ba14188ns,Oil & Masala,Masalas,1,0,,,,,1170,1170
Be9120ks,Oil & Masala,Spices,1,0,,,,986,,986
Fo4321es,Snacks,Noodles,1,0,,1866,,,,1866
Fr14893ts,Bakery,Breads & Buns,1,0,,,,,1344,1344
Oi31157ee,Beverages,Soft Drinks,0,1,,531,,,727,1258
Oi20883as,Food Grains,Organic Staples,0,1,,,,741,,741
Sn39426es,Fruits & Veggies,Fresh Fruits,1,0,,1490,,,,1490
Sn45080es,Oil & Masala,Edible Oil & Ghee,1,0,537,,,,,537
Ba87054ns,Oil & Masala,Masalas,0,1,,,,,2220,2220
Ba23382es,Snacks,Chocolates,1,0,,2347,,,,2347
Eg11597gs,Snacks,Cookies,0,1,2157,,,,,2157
Eg1558sh,Bakery,Breads & Buns,0,1,569,,,,,569
Eg49477on,Bakery,Cakes,1,0,1965,,,,,1965
Fo47463es,"Eggs, Meat & Fish",Eggs,1,0,,,,,2296,2296
Fr40476es,"Eggs, Meat & Fish",Fish,1,0,,,,2293,,2293
Oi63189as,"Eggs, Meat & Fish",Mutton,0,1,,,,,2190,2190
Sn12905es,Food Grains,Organic Staples,1,0,736,,,,,736
Sn74415es,Fruits & Veggies,Organic Vegetables,0,1,,3381,,,,3381
Sn98168es,Oil & Masala,Masalas,1,0,545,,,,,545
Ba95837ns,Snacks,Chocolates,0,1,,,,,1512,1512
Be99667ks,Snacks,Cookies,1,0,2191,,,,,2191
Eg55517en,Snacks,Noodles,1,0,,,,,739,739
Eg62767sh,Bakery,Breads & Buns,0,1,,1911,,1764,,3675
Fr80931es,Beverages,Soft Drinks,1,0,,,,1537,,1537
Fr29707ts,"Eggs, Meat & Fish",Chicken,1,0,,,,,769,769
Oi94885as,"Eggs, Meat & Fish",Fish,0,1,,,,,2164,2164
Oi79732es,Fruits & Veggies,Fresh Vegetables,0,1,,,,1029,,1029
Sn56232es,Fruits & Veggies,Organic Fruits,0,1,2216,,,,767,2983
Sn77980es,Oil & Masala,Masalas,1,0,2322,,,,,2322
Ba15748es,Oil & Masala,Spices,0,1,1192,,,,,1192
Be29729ks,Snacks,Chocolates,1,0,3232,,,,1789,5021
Fo76661ur,Snacks,Noodles,1,0,,2449,,,,2449
Fo30427es,Bakery,Cakes,0,1,1885,,,,,1885
Fo89573ce,Beverages,Health Drinks,0,1,,2332,,,,2332
Fr27858es,Food Grains,Atta & Flour,0,1,,,,2377,,2377
Eg56011on,Food Grains,Dals & Pulses,1,0,,1763,,,,1763
Fo55310ur,Food Grains,Rice,0,1,,1627,,,,1627
Fr41770ts,Fruits & Veggies,Fresh Vegetables,0,1,874,,,,1261,2135
Oi30987es,"Eggs, Meat & Fish",Mutton,0,1,,,,1991,,1991
Ba57291es,Food Grains,Atta & Flour,0,1,,,,,2153,2153
Be41470ks,Fruits & Veggies,Organic Fruits,1,0,,,,1413,,1413
Eg19749en,Oil & Masala,Spices,1,0,,,,,1098,1098
Oi15883ee,Bakery,Cakes,0,1,,,,,1889,1889
Oi56571es,Beverages,Soft Drinks,1,0,2070,,,,1621,3691
Ba41891ts,"Eggs, Meat & Fish",Chicken,1,0,,,,2454,,2454
Be86023ks,Oil & Masala,Edible Oil & Ghee,0,1,2130,,,,,2130
Eg78232en,Oil & Masala,Spices,1,0,,2222,,,1252,3474
Eg78686on,Bakery,Biscuits,0,1,,,,3456,,3456
Fo20059es,Beverages,Soft Drinks,0,1,,,,,4295,4295
Fo57270es,"Eggs, Meat & Fish",Chicken,1,0,2145,,,,,2145
Sn77180es,"Eggs, Meat & Fish",Mutton,0,1,,2022,,577,,2599
Sn9286es,Food Grains,Dals & Pulses,0,1,1768,,,,,1768
Be88005ks,Food Grains,Organic Staples,1,0,,,,1273,1798,3071
Eg39306gs,Snacks,Cookies,1,0,,,,2439,,2439
Eg51605on,Snacks,Noodles,0,1,,707,,,,707
Fo79967es,Beverages,Soft Drinks,0,1,,,,,1813,1813
Fo81149es,"Eggs, Meat & Fish",Eggs,0,1,,3664,,,,3664
Fr37050ts,"Eggs, Meat & Fish",Mutton,0,1,,1435,,,,1435
Fr70725ts,Food Grains,Dals & Pulses,1,0,,,,,2760,2760
Oi41185ee,Food Grains,Organic Staples,0,1,845,,,,,845
Sn69803es,Fruits & Veggies,Fresh Fruits,1,0,,1641,,,,1641
Ba51283ns,Fruits & Veggies,Organic Fruits,0,1,,,,,1048,1048
Eg81931gs,Oil & Masala,Edible Oil & Ghee,1,0,,,,1537,,1537
Fo15652es,Snacks,Cookies,0,1,1512,,,,,1512
Fr26416ts,Bakery,Breads & Buns,1,0,,2116,,,,2116
Fr84615es,"Eggs, Meat & Fish",Eggs,0,1,,718,,,,718
Oi15931es,Food Grains,Organic Staples,1,0,,942,,,,942
Sn76508es,Fruits & Veggies,Organic Fruits,0,1,2491,,,,,2491
Ba22158es,Fruits & Veggies,Organic Vegetables,0,1,730,872,,,,1602
Be62566ks,Oil & Masala,Spices,0,1,2310,,,,,2310
Be54340ks,Snacks,Cookies,0,1,,1637,,,,1637
Fo91138ur,Bakery,Cakes,0,1,1467,,,,1340,2807
Fo49531es,Beverages,Health Drinks,1,0,,1086,,1495,,2581
Fr13452es,Beverages,Soft Drinks,0,1,,666,,1794,,2460
Fr29910ts,Food Grains,Atta & Flour,0,1,,939,,,,939
Oi76218ee,Food Grains,Organic Staples,1,0,,,,,1151,1151
Oi25484as,Fruits & Veggies,Fresh Vegetables,0,1,,1198,,,,1198
Oi96965es,Fruits & Veggies,Organic Fruits,1,0,,557,,,,557
Ba59481ns,Oil & Masala,Edible Oil & Ghee,1,0,,,,,512,512
Ba75459es,Oil & Masala,Masalas,0,1,,2097,,,561,2658
Be60112ks,Oil & Masala,Spices,1,0,535,,,,,535
Be55395ks,Bakery,Breads & Buns,0,1,,,,994,,994
Eg76776gs,Bakery,Cakes,0,1,,,,1928,,1928
Eg28666sh,Beverages,Health Drinks,0,1,,,,,2475,2475
Fr19889ts,Beverages,Soft Drinks,0,1,,556,,,,556
Fr42682es,"Eggs, Meat & Fish",Eggs,1,0,,,,,2238,2238
Oi25608es,"Eggs, Meat & Fish",Fish,0,1,,,,2129,,2129
Sn37622es,Fruits & Veggies,Fresh Fruits,0,1,,1693,,,,1693
Fo15461ce,Fruits & Veggies,Fresh Vegetables,1,0,,1026,,,,1026
Fr7182ts,Oil & Masala,Spices,1,0,605,,,,2448,3053
Fr50241ts,Snacks,Chocolates,0,1,4343,,,,,4343
Oi9479es,Food Grains,Rice,1,0,,1960,,,,1960
Sn74870es,Fruits & Veggies,Fresh Fruits,0,1,2264,3954,,,,6218
Sn39941es,Fruits & Veggies,Organic Fruits,0,1,,,,,2251,2251
Ba92550es,Oil & Masala,Spices,1,0,1858,,,,,1858
Fo71726ce,Snacks,Chocolates,1,0,,,,,849,849
Fr63884ts,Snacks,Noodles,1,0,,2227,,625,,2852
Fr20587es,Bakery,Cakes,0,1,561,,,,,561
Sn89093es,Food Grains,Rice,0,1,,1314,,,,1314
Ba62891ns,Fruits & Veggies,Organic Fruits,0,1,,,,,2450,2450
Be8036ks,Fruits & Veggies,Organic Vegetables,0,1,,,,2285,,2285
Eg59494on,Snacks,Chocolates,1,0,,,,1665,,1665
Fo50731es,Bakery,Breads & Buns,1,0,,1529,,,,1529
Fr72466es,Beverages,Soft Drinks,1,0,,,,,1007,1007
Oi80997ee,"Eggs, Meat & Fish",Mutton,0,1,,1887,,,,1887
Oi32186es,Food Grains,Organic Staples,1,0,,,,,1822,1822
Sn30706es,Fruits & Veggies,Fresh Vegetables,1,0,,,,2091,689,2780
Sn21989es,Oil & Masala,Edible Oil & Ghee,0,1,1973,,,,,1973
Ba4647ts,Oil & Masala,Spices,0,1,,,,,2110,2110
Ba740es,Snacks,Chocolates,1,0,,,,,2823,2823
Be43723ks,Snacks,Cookies,0,1,,,,2311,2068,4379
Eg3793sh,Bakery,Biscuits,1,0,,,,,3087,3087
Fo84847ur,Bakery,Cakes,0,1,,,,,1929,1929
Fo60667es,Beverages,Soft Drinks,1,0,,,,,787,787
Fo84567ce,"Eggs, Meat & Fish",Fish,1,0,,,,,1023,1023
Fr28259es,Food Grains,Atta & Flour,0,1,1791,,,,,1791
Oi32062ee,Food Grains,Organic Staples,0,1,,1981,,,1622,3603
Ba98409ns,Food Grains,Rice,0,1,717,,,,1075,1792
Be45093ks,Fruits & Veggies,Fresh Vegetables,1,0,,2276,,,,2276
Be52627ks,Oil & Masala,Edible Oil & Ghee,1,0,,2231,,,,2231
Eg62563gs,Bakery,Breads & Buns,0,1,1443,,,,,1443
Fo33469es,Beverages,Health Drinks,1,0,1999,857,,,,2856
Fr37078ts,Beverages,Soft Drinks,1,0,679,,,,,679
Sn47802es,"Eggs, Meat & Fish",Eggs,1,0,1474,,,,,1474
Sn52148es,Food Grains,Organic Staples,1,0,,,,,1891,1891
Be24785ks,Fruits & Veggies,Organic Fruits,1,0,2115,,,,,2115
Eg99775en,Snacks,Chocolates,0,1,,1850,,,,1850
Fo21565ur,Snacks,Noodles,0,1,795,,,,,795
Fr89870es,Beverages,Soft Drinks,1,0,,,,,937,937
Oi39052ee,"Eggs, Meat & Fish",Chicken,1,0,,4202,,,,4202
Sn21798es,Food Grains,Atta & Flour,1,0,,2471,,,,2471
Fr99433ts,Fruits & Veggies,Organic Vegetables,0,1,1112,,,,,1112
Oi19650as,Oil & Masala,Edible Oil & Ghee,0,1,981,,,,,981
Sn26162es,Snacks,Noodles,1,0,,1947,,,595,2542
Be65670ks,Fruits & Veggies,Fresh Fruits,1,0,,1310,,,,1310
Be42492ks,Oil & Masala,Masalas,1,0,1540,1306,,,1934,4780
Eg45475sh,Snacks,Noodles,1,0,,1388,,,,1388
Fr33895ts,Beverages,Health Drinks,0,1,,,,636,,636
Oi68799as,Beverages,Soft Drinks,0,1,,788,,,,788
Oi33162es,"Eggs, Meat & Fish",Fish,0,1,,,,,2004,2004
Sn82565es,Fruits & Veggies,Fresh Fruits,0,1,,1241,,,,1241
Sn40572es,Oil & Masala,Masalas,0,1,,,,,1239,1239
Ba38639ts,Oil & Masala,Spices,1,0,,701,,,786,1487
Ba27445ns,Snacks,Chocolates,1,0,,1138,,1842,,2980
Be38703ks,Snacks,Noodles,0,1,,,,2235,,2235
Be64386ks,Bakery,Biscuits,0,1,,,,,1641,1641
Eg62380sh,Bakery,Breads & Buns,1,0,2351,1230,,,,3581
Fr35847es,Beverages,Health Drinks,0,1,,1405,,,,1405
Fr19586ts,Beverages,Soft Drinks,0,1,3131,1591,,,,4722
Fr76773es,"Eggs, Meat & Fish",Fish,1,0,,1565,,,,1565
Oi33279ee,Fruits & Veggies,Fresh Vegetables,1,0,1433,,,,1932,3365
Oi12144as,Fruits & Veggies,Organic Fruits,0,1,,,,1460,,1460
Oi94591es,Fruits & Veggies,Organic Vegetables,0,1,,,,,1003,1003
Ba16847ns,Oil & Masala,Edible Oil & Ghee,1,0,,,,816,,816
Ba91061es,Oil & Masala,Masalas,1,0,,2172,,,,2172
Be64612ks,Oil & Masala,Spices,0,1,1239,,,,,1239
Be69120ks,Bakery,Breads & Buns,0,1,,921,,,,921
Eg36247en,Bakery,Cakes,1,0,,916,,,,916
Fo71596es,Beverages,Health Drinks,1,0,,1761,,,,1761
Fo2524ce,Beverages,Soft Drinks,1,0,,506,,,,506
Fr42529ts,"Eggs, Meat & Fish",Chicken,0,1,,3338,,,,3338
Fr81785es,Food Grains,Organic Staples,0,1,,,,1536,,1536
Fr23197es,Food Grains,Rice,1,0,,2045,,1416,4781,8242
Oi73405ee,Fruits & Veggies,Fresh Fruits,0,1,,,,,2491,2491
Sn99164es,Fruits & Veggies,Fresh Vegetables,0,1,,1213,,3022,,4235
Ba99515ns,Fruits & Veggies,Organic Vegetables,0,1,,,,,941,941
Be57566ks,Oil & Masala,Edible Oil & Ghee,0,1,,,,,4459,4459
Eg24569on,Snacks,Cookies,1,0,,588,,,,588
Fo27045es,Bakery,Breads & Buns,0,1,,732,,,1117,1849
Fr53833ts,Beverages,Health Drinks,0,1,2340,,,,,2340
Fr57476es,"Eggs, Meat & Fish",Mutton,1,0,2220,,,,,2220
Fr12991ts,Food Grains,Organic Staples,0,1,,,,,1653,1653
Oi58033as,Fruits & Veggies,Fresh Fruits,0,1,,683,,,1355,2038
Sn78305es,Fruits & Veggies,Fresh Vegetables,1,0,1915,,,,,1915
Ba73116es,Fruits & Veggies,Organic Fruits,1,0,,,,980,,980
Be62355ks,Oil & Masala,Masalas,0,1,,4681,,,,4681
Eg58972en,Snacks,Chocolates,0,1,595,,,,,595
Fo71088ur,Bakery,Cakes,1,0,,,,,636,636
Fo97292ce,Beverages,Health Drinks,1,0,,3496,,,,3496
Fr59694ts,"Eggs, Meat & Fish",Chicken,0,1,2303,,,,,2303
Oi81944ee,Food Grains,Atta & Flour,0,1,,2258,,,,2258
Oi28597as,Food Grains,Rice,1,0,1540,,,,,1540
Sn79629es,Fruits & Veggies,Organic Fruits,0,1,,,,,570,570
Ba29259ts,Oil & Masala,Edible Oil & Ghee,0,1,2061,1655,,,,3716
Ba77502ns,Oil & Masala,Masalas,0,1,,,,,2296,2296
Be36589ks,Snacks,Chocolates,0,1,,,,,2432,2432
Eg11641on,Bakery,Biscuits,0,1,,1873,,,,1873
Fo27761ur,Bakery,Breads & Buns,0,1,,902,,,,902
Fr73848ts,Beverages,Health Drinks,1,0,,,,2255,,2255
Fr64496ts,"Eggs, Meat & Fish",Mutton,0,1,,,,1835,,1835
Sn13267es,Food Grains,Atta & Flour,1,0,,,,690,,690
Sn7928es,Fruits & Veggies,Fresh Fruits,0,1,,,,2123,,2123
Ba49210ts,Fruits & Veggies,Organic Fruits,1,0,,1140,,1377,,2517
Ba52582es,Snacks,Chocolates,1,0,,,,,1572,1572
Be92828ks,Snacks,Cookies,1,0,,745,,,,745
Be39838ks,Bakery,Biscuits,0,1,4344,968,,,,5312
Eg152on,Bakery,Cakes,0,1,765,,,,,765
Fo17142ur,Beverages,Health Drinks,0,1,,,,,920,920
Fo53739es,Beverages,Soft Drinks,0,1,,,,,2043,2043
Fr87168es,"Eggs, Meat & Fish",Mutton,0,1,,,,,2411,2411
Oi16295es,Food Grains,Atta & Flour,1,0,885,,,,,885
Sn84569es,Food Grains,Dals & Pulses,0,1,,,,2122,1546,3668
Sn88098es,Fruits & Veggies,Fresh Vegetables,0,1,,,,1995,,1995
Sn67878es,Oil & Masala,Spices,0,1,,768,,,,768
Ba36885ts,Snacks,Chocolates,0,1,698,,,,760,1458
Be57522ks,Snacks,Cookies,0,1,,,,,1577,1577
Eg31929en,Snacks,Noodles,1,0,,,,,1826,1826
Eg29881sh,Bakery,Biscuits,0,1,,,,965,,965
Fo8292es,Beverages,Soft Drinks,1,0,,,,,930,930
Fr19533ts,"Eggs, Meat & Fish",Chicken,1,0,,,,1840,1378,3218
Fr20782ts,"Eggs, Meat & Fish",Fish,1,0,,,,,1128,1128
Fr43297es,Food Grains,Organic Staples,0,1,,,,,700,700
Oi44541as,Fruits & Veggies,Fresh Fruits,0,1,,,,,635,635
Sn57995es,Fruits & Veggies,Organic Fruits,1,0,,,,,1946,1946
Sn30710es,Fruits & Veggies,Organic Vegetables,1,0,,,,,1941,1941
Ba9198ns,Oil & Masala,Masalas,1,0,,,,1113,,1113
Eg97500en,Snacks,Cookies,1,0,955,,,,,955
Eg94262sh,Snacks,Noodles,1,0,,2156,,,,2156
Fo92917ur,Bakery,Breads & Buns,1,0,1343,763,,,,2106
Fo36633es,"Eggs, Meat & Fish",Chicken,0,1,1477,,,,,1477
Oi34617as,"Eggs, Meat & Fish",Fish,1,0,,3634,,,,3634
Oi18745es,Food Grains,Atta & Flour,1,0,,,,,1127,1127
Sn29621es,Food Grains,Dals & Pulses,1,0,,1853,,,,1853
Sn63860es,Oil & Masala,Masalas,1,0,,,,,1790,1790
Ba65737ns,Oil & Masala,Spices,0,1,,2434,,,,2434
Be58798ks,Snacks,Cookies,1,0,,3746,,,,3746
Be93579ks,Snacks,Noodles,0,1,660,,,,,660
Fo25860es,Bakery,Breads & Buns,1,0,,2368,,,,2368
Fo30797ce,Beverages,Health Drinks,0,1,2228,,,,629,2857
Fr78442es,Beverages,Soft Drinks,0,1,,,,,2467,2467
Oi88588ee,Food Grains,Organic Staples,1,0,,,,,2060,2060
Oi71930es,Food Grains,Rice,0,1,,,,,2263,2263
Sn80863es,Fruits & Veggies,Fresh Vegetables,0,1,,755,,2299,,3054
Sn17035es,Oil & Masala,Edible Oil & Ghee,0,1,,,,,852,852
Ba95757es,Oil & Masala,Spices,0,1,,,,2063,,2063
Be60376ks,Snacks,Chocolates,1,0,,,,,893,893
Be51786ks,Snacks,Noodles,0,1,1435,1177,,2116,1637,6365
Eg31160en,Bakery,Cakes,1,0,,,,,1275,1275
Fr55606es,Beverages,Health Drinks,1,0,,,,1545,,1545
